title,author,company,abstract
Easier and Faster Is Not Always Better: Grounded Theory of the Impact of Large-Scale System Transformation on the Clinical Work of Emergency Medicine Nurses and Physicians,"Elaine Merle Zibrowski, Lisa Shepherd, Kamran Sedig, Richard Booth, Candace Gibson",JMIR Hum Factors 2018;5(4):e11013,"Background: The effectiveness of Lean Thinking as a quality improvement method for health care has been contested due, in part, to our limited contextual understanding of how it affects the working conditions and clinical workflow of nurses and physicians. Although there are some initial indications, arising from prevalence surveys and interviews, that Lean may intensify work performed within medical environments, the evidence base still requires detailed descriptions of the changes that were actually introduced to individuals’ clinical workflow and how these changes impacted health care professionals.Objective: The aim of this study was to explore ways in which a Lean intervention may impact the clinical work of emergency medicine nurses and physicians.Methods: We used a realist grounded theory approach to explore the clinical work of nurses and physicians practicing in 2 emergency medicine departments from a single teaching hospital in Canada. The hospital has 1000 beds with 128,000 emergency department (ED) visits annually. In 2013, both sites began a large-scale, Lean-driven system transformation of their practice environments. In-person interviews were iteratively conducted with health care professionals from July to December 2017. Information from transcripts was coded into categories and compared with existing codes. With repeated review of transcripts and evolving coding, we organized categories into themes. Data collection continued to theoretical sufficiency.Results: A total of 15 emergency medicine nurses and 5 physicians were interviewed. Of these, 18 individuals had practiced for at least 10 years. Our grounded theory involved 3 themes: (1) organization of our clinical work, (2) pushed pace in the front cell, and (3) the toll this all takes on us. Although the intervention was supposed to make the EDs work easier, faster, and better, the participants in our study indicated that the changes made had the opposite impact. Nurses and physicians described ways in which the reconfigured EDs disrupted their established practice routines and resulted in the intensification of their work. Participants also identified indications of deskilling of nurses’ work and how the new push-forward model of patient care had detrimental impacts on their physical, cognitive, and emotional well-being.Conclusions: To our knowledge, this is the first study to describe the impact of Lean health care on the working conditions and actual work of emergency medicine nurses and physicians. We theorize that rather than support health care professionals in their management of the complexities that characterize emergency medicine, the physical and process-based changes introduced by the Lean intervention acted to further complicate their working environment. We have illuminated some unintended consequences associated with accelerating patient flow on the clinical workflow and perceived well-being of health care professionals. We identify some areas for reconsideration by the departments and put forward ideas for future research."
Blockchain Technology for Detecting Falsified and Substandard Drugs in Distribution: Pharmaceutical Supply Chain Intervention,"Patrick Garcia Sylim, Fang Liu, Alvin Marcelo, Paul Fontelo",JMIR Res Protoc 2018;7(9):e10163,"Background: Drug counterfeiting is a global problem with significant risks to consumers and the general public. In the Philippines, 30% of inspected drug stores in 2003 were found with substandard/spurious/falsely-labeled/falsified/counterfeit drugs. The economic burden on the population drug expenditures and on governments is high. The Philippine Food and Drug Administration (FDA) encourages the public to check the certificates of product registration and report any instances of counterfeiting. The National Police of Philippines responds to such reports through a special task force. However, no literature on its impact on the distribution of such drugs were found. Blockchain technology is a cryptographic ledger that is allegedly immutable through repeated sequential hashing and fault-tolerant through a consensus algorithm. This project will develop and test a pharmacosurveillance blockchain system that will support information sharing along the official drug distribution network.Objective: This study aims to develop a pharmacosurveillance blockchain system and test its functions in a simulated network.Methods: We are developing a Distributed Application (DApp) that will run on smart contracts, employing Swarm as the Distributed File System (DFS). Two instances will be developed: one for Ethereum and another for Hyperledger Fabric. The proof-of-work (PoW) consensus algorithm of Ethereum will be modified into a delegated proof-of-stake (DPoS) or practical Byzantine fault tolerance (PBFT) consensus algorithm as it is scalable and fits the drug supply chain environment. The system will adopt the GS1 pedigree standard and will satisfy the data points in the data standardization guidelines from the US FDA. Simulations will use the following 5 nodes: for FDA, manufacturer, wholesaler, retailer, and the consumer portal.Results: Development is underway. The design of the system will place FDA in a supervisory data verification role, with each pedigree type–specific data source serving a primary data verification role. The supply chain process will be initiated by the manufacturer, with recursive verification for every transaction. It will allow consumers to scan a code printed on the receipt of their purchases to review the drug distribution history.Conclusions: Development and testing will be conducted in a simulated network, and thus, results may differ from actual practice. The project being proposed is disruptive; once tested, the team intends to engage the Philippine FDA to discuss implementation plans and formulate policies to facilitate adoption and sustainability.registered-report: RR1-10.2196/10163"
Blockchain-Authenticated Sharing of Genomic and Clinical Outcomes Data of Patients With Cancer: A Prospective Cohort Study,"Benjamin Scott Glicksberg, Shohei Burns, Rob Currie, Ann Griffin, Zhen Jane Wang, David Haussler, Theodore Goldstein, Eric Collisson",J Med Internet Res 2020;22(3):e16810,"Background: Efficiently sharing health data produced during standard care could dramatically accelerate progress in cancer treatments, but various barriers make this difficult. Not sharing these data to ensure patient privacy is at the cost of little to no learning from real-world data produced during cancer care. Furthermore, recent research has demonstrated a willingness of patients with cancer to share their treatment experiences to fuel research, despite potential risks to privacy.Objective: The objective of this study was to design, pilot, and release a decentralized, scalable, efficient, economical, and secure strategy for the dissemination of deidentified clinical and genomic data with a focus on late-stage cancer.Methods: We created and piloted a blockchain-authenticated system to enable secure sharing of deidentified patient data derived from standard of care imaging, genomic testing, and electronic health records (EHRs), called the Cancer Gene Trust (CGT). We prospectively consented and collected data for a pilot cohort (N=18), which we uploaded to the CGT. EHR data were extracted from both a hospital cancer registry and a common data model (CDM) format to identify optimal data extraction and dissemination practices. Specifically, we scored and compared the level of completeness between two EHR data extraction formats against the gold standard source documentation for patients with available data (n=17).Results: Although the total completeness scores were greater for the registry reports than those for the CDM, this difference was not statistically significant. We did find that some specific data fields, such as histology site, were better captured using the registry reports, which can be used to improve the continually adapting CDM. In terms of the overall pilot study, we found that CGT enables rapid integration of real-world data of patients with cancer in a more clinically useful time frame. We also developed an open-source Web application to allow users to seamlessly search, browse, explore, and download CGT data.Conclusions: Our pilot demonstrates the willingness of patients with cancer to participate in data sharing and how blockchain-enabled structures can maintain relationships between individual data elements while preserving patient privacy, empowering findings by third-party researchers and clinicians. We demonstrate the feasibility of CGT as a framework to share health data trapped in silos to further cancer research. Further studies to optimize data representation, stream, and integrity are required."
Rethinking Data Sharing at the Dawn of a Health Data Economy: A Viewpoint,"Chunlei Tang, Joseph M Plasek, David W. Bates",J Med Internet Res 2018;20(11):e11519,"unstructured: A health data economy has begun to form, but its rise has been tempered by the profound lack of sharing of both data and data products such as models, intermediate results, and annotated training corpora, and this severely limits the potential for triggering economic cluster effects. Economic cluster effects represent a means to elicit benefit from economies of scale from internal data innovations and are beneficial because they may mitigate challenges from external sources. Within institutions, data product sharing is needed to spark data entrepreneurship and data innovation, and cross-institutional sharing is also critical, especially for rare conditions."
Reimagining Health Data Exchange: An Application Programming Interface–Enabled Roadmap for India,"Satchit Balsari, Alexander Fortenko, Joaquín A. Blaya, Adrian Gropper, Malavika Jayaram, Rahul Matthan, Ram Sahasranam, Mark Shankar, Suptendra N Sarbadhikari, Barbara E Bierer, Kenneth D Mandl, Sanjay Mehendale, Tarun Khanna",J Med Internet Res 2018;20(7):e10725,"unstructured: In February 2018, the Government of India announced a massive public health insurance scheme extending coverage to 500 million citizens, in effect making it the world’s largest insurance program. To meet this target, the government will rely on technology to effectively scale services, monitor quality, and ensure accountability. While India has seen great strides in informational technology development and outsourcing, cellular phone penetration, cloud computing, and financial technology, the digital health ecosystem is in its nascent stages and has been waiting for a catalyst to seed the system. This National Health Protection Scheme is expected to provide just this impetus for widespread adoption. However, health data in India are mostly not digitized. In the few instances that they are, the data are not standardized, not interoperable, and not readily accessible to clinicians, researchers, or policymakers. While such barriers to easy health information exchange are hardly unique to India, the greenfield nature of India’s digital health infrastructure presents an excellent opportunity to avoid the pitfalls of complex, restrictive, digital health systems that have evolved elsewhere. We propose here a federated, patient-centric, application programming interface (API)–enabled health information ecosystem that leverages India’s near-universal mobile phone penetration, universal availability of unique ID systems, and evolving privacy and data protection laws. It builds on global best practices and promotes the adoption of human-centered design principles, data minimization, and open standard APIs. The recommendations are the result of 18 months of deliberations with multiple stakeholders in India and the United States, including from academia, industry, and government."
A New System for Surveillance and Digital Contact Tracing for COVID-19: Spatiotemporal Reporting Over Network and GPS,"Shaoxiong Wang, Shuizi Ding, Li Xiong",JMIR Mhealth Uhealth 2020;8(6):e19457,"unstructured: The current pandemic of the coronavirus disease (COVID-19) has highlighted the importance of rapid control of the transmission of infectious diseases. This is particularly important for COVID-19, where many individuals are asymptomatic or have only mild symptoms but can still spread the disease. Current systems for controlling transmission rely on patients to report their symptoms to medical professionals and be able to recall and trace all their contacts from the previous few days. This is unrealistic in the modern world. However, existing smartphone-based GPS and social media technology may provide a suitable alternative. We, therefore, developed a mini-program within the app WeChat. This analyzes data from all users and traces close contacts of all patients. This permits early tracing and quarantine of potential sources of infection. Data from the mini-program can also be merged with other data to predict epidemic trends, calculate individual and population risks, and provide recommendations for individual and population protection action. It may also improve our understanding of how the disease spreads. However, there are a number of unresolved questions about the use of smartphone data for health surveillance, including how to protect individual privacy and provide safeguards against data breaches."
"Constrains Faced by Tb Patients Leading to Non-Compliance: A Cross Sectional Study in Mardan, Kpk, Pakistan",Yousaf Ali Khan,iproc 2018;4(1):e10601,"Background: Pakistan is among the high endemic countries for TB and ranked 5th in the high TB burden countries with estimated 4th highest prevalence of multidrug resistance (MDR) TB. TB patients in Pakistan are facing different socio-economic and cultural constraints. TB patients are stigmatized and have been affected negatively due to poor knowledge about the disease dynamics, wrong socio-cultural myths and misapprehensions in general public.Objective: The study conducted by active TB patients to explore and evaluate different constraints that TB patients are facing in Mardan, Pakistan.Methods: A cross sectional study was conducted in district Mardan during March to June 2015. From 350 selected patients 210 were enrolled in study after informed consents. Data were collected though structured questionnaire and statistically analyzed by Epi-info/SPSS.Results: Overcrowding (P=.001, CI, 95%), unawareness of disease (86%), low educational status (P<.002, CI 95%), poverty and access to healthcare facilities were directly related to poor compliance. Attitude of family members, colleagues, society and even healthcare staff (P=.002, CI 95%) were also found significant. Age groups, marital status and treatment duration were found to be highly significant (P<.002). 85% patients were unaware with the risk factors and precautions during the treatment. 42% patients were unemployed, 58% employed less than 200 USD/month (P=.001, CI 95%). 59% patients complained worst behavior of their colleagues (P=.001) and 41.7% complained worst behavior of healthcare staff (P=.003, CI 95%).Conclusions: TB patients were found stigmatized due to poor economic conditions and bad attitude of family, colleagues and healthcare staff. Unemployment, malnutrition and overcrowding were among the worst constraints. Sensitization of medical staff and doctors to diagnose the disease in time and behave properly with patients is recommended. Dedicated patients and family education sessions must be conducted."
eMental Healthcare Technologies for Anxiety and Depression in Childhood and Adolescence: Systematic Review of Studies Reporting Implementation Outcomes,"Lori Mae Wozney, Patrick J McGrath, Nicole D Gehring, Kathryn Bennett, Anna Huguet, Lisa Hartling, Michele P Dyson, Amir Soleimani, Amanda S Newton",JMIR Ment Health 2018;5(2):e48,"Background: Anxiety disorders and depression are frequent conditions in childhood and adolescence. eMental healthcare technologies may improve access to services, but their uptake within health systems is limited.Objective: The objective of this review was to examine and describe how the implementation of eMental healthcare technologies for anxiety disorders and depression in children and adolescents has been studied.Methods: We conducted a search of 5 electronic databases and gray literature. Eligible studies were those that assessed an eMental healthcare technology for treating or preventing anxiety or depression, included children or adolescents (<18 years), or their parents or healthcare providers and reported findings on technology implementation. The methodological quality of studies was evaluated using the Mixed Methods Appraisal Tool. Outcomes of interest were based on 8 implementation outcomes: acceptability (satisfaction with a technology), adoption (technology uptake and utilization), appropriateness (“fitness for purpose”), cost (financial impact of technology implementation), feasibility (extent to which a technology was successfully used), fidelity (implementation as intended), penetration (“spread” or “reach” of the technology), and sustainability (maintenance or integration of a technology within a healthcare service). For extracted implementation outcome data, we coded favorable ratings on measurement scales as “positive results” and unfavorable ratings on measurement scales as “negative results.” Those studies that reported both positive and negative findings were coded as having “mixed results.”Results: A total of 46 studies met the inclusion criteria, the majority of which were rated as very good to excellent in methodological quality. These studies investigated eMental healthcare technologies for anxiety (n=23), depression (n=18), or both anxiety and depression (n=5). Studies of technologies for anxiety evaluated the following: (1) acceptability (78%) reported high levels of satisfaction, (2) adoption (43%) commonly reported positive results, and (3) feasibility (43%) reported mixed results. Studies of technologies for depression evaluated the following: (1) appropriateness (56%) reported moderate helpfulness and (2) acceptability (50%) described a mix of both positive and negative findings. Studies of technologies designed to aid anxiety and depression commonly reported mixed experiences with acceptability and adoption and positive findings for appropriateness of the technologies for treatment. Across all studies, cost, fidelity, and penetration and sustainability were the least measured implementation outcomes.Conclusions: Acceptability of eMental healthcare technology is high among users and is the most commonly investigated implementation outcome. Perceptions of the appropriateness and adoption of eMental healthcare technology were varied. Implementation research that identifies, evaluates, and reports on costs, sustainability, and fidelity to clinical guidelines is crucial for making high-quality eMental healthcare available to children and adolescents."
eHealth Engagement as a Response to Negative Healthcare Experiences: Cross-Sectional Survey Analysis,"Nicole Senft, Jordan Everson",J Med Internet Res 2018;20(12):e11034,"Background: eHealth provides individuals with new means of accessing health information and communicating with providers through online channels. Prior evidence suggests that patients use eHealth to find information online when they receive care that is low in patient centeredness. However, it is unclear how other problems with the healthcare-delivery system motivate the use of eHealth, how these problems relate to different kinds of eHealth activities, and which populations are most likely to use eHealth when they receive low-quality care.Objective: We aimed to determine how two types of negative care experiences—low patient centeredness and care coordination problems—motivate the use of different eHealth activities, and whether more highly educated individuals, who may find these tools easier to use, are more likely to use eHealth following negative experiences than less highly educated individuals.Methods: Using nationally representative data from the 2017 Health Information National Trends Survey, we used factor analysis to group 25 different eHealth activities into categories based on the correlation between respondents’ reports of their usage. Subsequently, we used multivariate negative binomial generalized linear model regressions to determine whether negative healthcare experiences predicted greater use of these resulting categories. Finally, we stratified our sample based on education level to determine whether the associations between healthcare experiences and eHealth use differed across groups.Results: The study included 2612 individuals. Factor analysis classified the eHealth activities into two categories: provider-facing (eg, facilitating communication with providers) and independent (eg, patient-driven information seeking and communication with non-providers). Negative care experiences were not associated with provider-facing eHealth activity in the overall population (care coordination: P=.16; patient centeredness: P=.57) or among more highly educated respondents (care coordination: P=.73; patient centeredness: P=.32), but respondents with lower education levels who experienced problems with care coordination used provider-facing eHealth more often (IRR=1.40, P=.07). Individuals engaged in more independent eHealth activities if they experienced problems with either care coordination (IRR=1.15 P=.01) or patient-centered communication (IRR=1.16, P=.01). Although care coordination problems predicted independent eHealth activity across education levels (higher education: IRR=1.13 P=.01; lower education: IRR=1.19, P=.07), the relationship between low perceived patient centeredness and independent activity was limited to individuals with lower education levels (IRR=1.25, P=.02).Conclusions: Individuals use a greater number of eHealth activities, especially activities that are independent of healthcare providers, when they experience problems with their healthcare. People with lower levels of education seem particularly inclined to use eHealth when they have negative healthcare experiences. To maximize the potential for eHealth to meet the needs of all patients, especially those who are traditionally underserved by the healthcare system, additional work should be performed to ensure that eHealth resources are accessible and usable to all members of the population."
Philips Lifeline CareSage Analytics Engine: Retrospective Evaluation on Patients of Partners Healthcare at Home,"Mariana Simons, Jorn op den Buijs, Linda Schertzer",iproc 2016;2(1):e8,"Background: The most common cause of emergency transports/admissions in the aging population is deterioration in their health status due to multiple chronic conditions. To meet the needs of this population, healthcare systems are seeking cost-effective ways to monitor, diagnose, and treat patients, based on connected solutions that seamlessly integrate data and provide actionable insights. The Philips Lifeline’s CareSage program for elderly and frail people utilizes a Personal Emergency Response Service (PERS) to detect medical emergencies and to promote independent living. The system tracks the types and outcomes of incidents, in particular the emergency transport-related events. Their timely detection is critical in optimizing clinical and financial outcomes.Objective: The study objectives are to evaluate (1) healthcare utilization and expenditure and (2) the CareSage predictive model on patients of Partners Healthcare at Home who have been using the Philips Lifeline service. This study is unique in utilizing PERS connected technology as a source of data to identify patients at risk of emergency transports or admissions that cause high healthcare expenditure.Methods: We identified 3335 patients with in-/out-patient encounters in 5 Partners Healthcare-affiliated hospitals through cross-reference of Philips Lifeline and Partners Healthcare at Home (PLL/PHH) data. The patients’ demographics, clinical outcomes, and healthcare expenditure for fiscal years 2011-2015 were extracted from Enterprise Data Warehouse (EDW) of Partners Healthcare. The medical alert data related to PERS utilization were extracted from the Philips Lifeline database. Retrospective statistical analysis of hospital utilization and healthcare cost was performed. Further, the CareSage logistic regression model that uses only PERS data to predict emergency room (ER) transport was validated on PHH patients. A new model predicting ER admissions was developed using boosted regression trees on a combination of PERS and electronic health record (EHR) data. Model performance was evaluated by the area under the receiver operator characteristic curve (AUC) and the positive predictive value (PPV).Results: Patients in the top (5%), middle (6-50%), and bottom (51-100%) segments of the cost acuity pyramid account for 40%, 55%, and 5% of the total healthcare expenditure, respectively, and these percentages stay stable across fiscal years 2011-2015. Increasing trends in total cost and average cost per patient and per encounter were detected through 2011-2015 based on linear regression analysis. The current CareSage predictive model that identifies patients at high risk of emergency transport in the coming 30 days has AUC=0.74 on the PHH population, whilst the new model that identifies patients at high risk of emergency admission in the coming 30 days has AUC=0.82. For prediction windows of one year, the PPV in the top 5% was also good: 63% and 67% for emergency transport and admission, respectively.Conclusions: Predictive models based on PERS and EHR data can identify patients at risk of emergency transports and admissions that account for high healthcare cost. Healthcare organizations can use the outcome of the predictive models to design relevant interventions targeting their high risk patients."
High Touch and High Tech (HT2) Proposal: Transforming Patient Engagement Throughout the Continuum of Care by Engaging Patients with Portal Technology at the Bedside,"Ann Scheck McAlearney, Cynthia J Sieck, Jennifer L Hefner, Alison M Aldrich, Daniel M Walker, Milisa K Rizer, Susan D Moffatt-Bruce, Timothy R Huerta",JMIR Res Protoc 2016;5(4):e221,"Background: For patients with complex care needs, engagement in disease management activities is critical. Chronic illnesses touch almost every person in the United States. The costs are real, personal, and pervasive. In response, patients often seek tools to help them manage their health. Patient portals, personal health records tethered to an electronic health record, show promise as tools that patients value and that can improve health. Although patient portals currently focus on the outpatient experience, the Ohio State University Wexner Medical Center (OSUWMC) has deployed a portal designed specifically for the inpatient experience that is connected to the ambulatory patient portal available after discharge. While this inpatient technology is in active use at only one other hospital in the United States, health care facilities are currently investing in infrastructure necessary to support large-scale deployment. Times of acute crisis such as hospitalization may increase a patient’s focus on his/her health. During this time, patients may be more engaged with their care and especially interested in using tools to manage their health after discharge. Evidence shows that enhanced patient self-management can lead to better control of chronic illness. Patient portals may serve as a mechanism to facilitate increased engagement.Objective: The specific aims of our study are (1) to investigate the independent effects of providing both High Tech and High Touch interventions on patient-reported outcomes at discharge, including patients’ self-efficacy for managing chronic conditions and satisfaction with care; and (2) to conduct a mixed-methods analysis to determine how providing patients with access to MyChart Bedside (MCB, High Tech) and training/education on patient portals, and MyChart Ambulatory (MCA, High Touch) will influence engagement with the patient portal and relate to longer-term outcomes.Methods: Our proposed 4-year study uses a mixed-methods research (MMR) approach to evaluate a randomized controlled trial studying the effectiveness of a High Tech intervention (MCB, the inpatient portal), and an accompanying High Touch intervention (training patients to use the portal to manage their care and conditions) in a sample of hospitalized patients with two or more chronic conditions. This study measures how access to a patient portal tailored to the inpatient stay can improve patient experience and increase patient engagement by (1) improving patients’ perceptions of the process of care while in the hospital; (2) increasing patients’ self-efficacy for managing chronic conditions; and (3) facilitating continued use of a patient portal for care management after discharge. In addition, we aim to enhance patients’ use of the portal available to outpatients (MCA) once they are discharged.Results: This study has been funded by the Agency for Healthcare Research and Quality (AHRQ). Research is ongoing and expected to conclude in August 2019.Conclusions: Providing patients real-time access to health information can be a positive force for change in the way care is provided. Meaningful use policies require minimum demonstrated use of patient portal technology, most often in the ambulatory setting. However, as the technology matures to bridge the care transition, there is a greater need to understand how patient portals transform care delivery. By working in concert with patients to address and extend current technologies, our study aims to advance efforts to increase patients’ engagement in their care and develop a template for how other hospitals might integrate similar technologies."
Is Connected Health Contributing to a Healthier Population?,"Carmen G. Loiselle, Saima Ahmed",J Med Internet Res 2017;19(11):e386,"unstructured: Connected health tools, including mobile phones, incorporate various functions that capture events, direct actions, and make informed decisions based on complex sources of data. Connected health, a term recently proposed by some academics and industry, refers to the development, testing, and integration of smart technology tools into health care. Through these means, connected health creates interconnectivity across various environments, profoundly changing the way we learn, self-regulate, and communicate with one another. In health care, mobile phones enable more precise diagnostics, personalized health recommendations that enhance patient experiences and outcomes while containing health care costs. However, for connected health to achieve its full potential, issues must be addressed pertaining to active engagement in use, privacy, security, and quality, as well as the development of evidence-based guidelines. This commentary discusses these key challenges and explores the promise of connected health, specifically eHealth and mHealth. Anchored within the context of cancer, the authors’ area of expertise, the ideas put forward can readily be applied to other health-related disciplines."
"Epidemiology and Predictors of Survival of MERS-CoV Infections in Riyadh Region, 2016","Fahad Al-Jasser, R Nooh, R Youssef",iproc 2018;4(1):e10602,"Background: MERS-CoV emerged as a zoonotic disease in Saudi Arabia with 1437 cases as of July 2016.Objective: This study aimed at describing the epidemiology of MERS-CoV infection, clinical aspects of the disease and the determinants of survival.Methods: Medical records were reviewed between April 2014 and December 2015 to identify admission and discharge with MERS-CoV. Patients’ characteristics, epidemiologic and clinical data and laboratory results were extracted and described. Logistic regression analyses were used to model the determinants of the survival of these patients. Significance of the results were judged at the 5% level.Results: 249 laboratory confirmed cases were admitted mostly in August (20.48%) and September (14.86%) of the year 2015. These cases were non-healthcare workers (85.14%), Saudi (58.63%), males (57.03%) with a mean age of 46.71±17.92 years. A third (39.36%) reported contact with suspected or confirmed cases, developed the disease after 6.2 days and continued to shed the virus for 13.17 days on average. The case fatality rate was 20.08%. The likelihood of being discharged alive was significantly higher among non-Saudi (OR=2.35), healthcare workers (OR=10.822), with no co-morbidities (OR=6.57).Conclusions: MERS-CoV mortality is higher among older patients with severe disease. Further studies are recommended for a better estimation of the incubation period and the period of communicability and the role of animal reservoir."
Early User Centered Insights on Voice Integrated Technologies Through Retrospective Analysis,"Marty Coyne, Colby Thomas, Ashley Collimore, Chris Franzese, Charles Hwang",iproc 2017;3(1):e49,"Background: There is increasing interest in incorporating voice-activated technology (VAT), such as Amazon Alexa, Google Home, and Microsoft Cortana, into the existing connected health, mHealth, and mobile medical app ecosystems. VATs allow for natural-language interactions and offer patients the promise of increased usability, greater engagement, and improved adherence to treatments and/or medications. Despite this interest, there is little ethnographic data on patients’ use of VAT or unmet needs. This data is critical to developing VAT applications that interact with medical devices, where regulatory or design control considerations require a higher level of rigor compared to unregulated consumer applications. As first-mover, Amazon Alexa technology has dominated the VAT market; customer reviews of Alexa-enabled devices outnumber the next closest technology 19 to 1. We hypothesized that Amazon Alexa was a good proxy for VAT users at large, and that systematic coding and analysis of 95,000 reviews for Amazon Alexa devices could provide insights that would accelerate follow-on research efforts to support development of user-centered VAT applications for connected health.Objective: Primarily, we sought to explore whether Amazon reviews could be used to develop initial research hypotheses, pain points, and user insights, in much the same way complaint reviews inform early development of medical devices and interventions. Secondarily, we explored whether VAT reviews could be used to identify unmet needs around VAT-for-healthcare applications.Methods: We conducted an exploratory, manual retrospective analysis of 28,271 full-text user reviews for Amazon’s Echo and Dot devices, including all reviews from February to July 2017. This represented approximately 31% of all available Amazon Alexa review data. Two authors (CT/AC) screened each review for relevance, defined as any mention of an issue related to use, misuse, unintended/unexpected event, or novel application of technology. Relevant reviews were manually coded by the authors into one or more of nine categories.Results: There were 284/28,271 user reviews (~1%) that were relevant, yielding valuable user-related insights in our areas of interest. Most relevant reviews focused on Healthcare-Related Workarounds (141), Quality of Life Improvement (159), and Physical Disability (93). We also found relevant, useful information related to Neurological Disorder/Disability (39), Unauthorized Interactions (23), Unexpected Use Settings (33), Natural Language Barriers/Advantages (50), Companionship (50), and Noteworthy Benefits to Healthcare (16). We found the reviews to contain significant detail, allowing us to generate initial insights without the expenditure and complexity of traditional user research.Conclusions: The results of our manual review and coding provided unexpectedly rich information regarding unique device uses, curious workarounds, and unexpected complications. This analysis offers an early effort to improve understanding of how this type of technology may be used in the medical field. Given the currently sparse literature in this space, our study provides a roadmap for future studies centered around VATs in digital health. All remaining reviews should be similarly analyzed and catalogued for future use. Such investigations could involve more detailed exploration of patient practices using other user research methods in order to inform future development in this area."
My Hypertension Education and Reaching Target (MyHEART): Development and Dissemination of a Patient-Centered Website for Young Adults with Hypertension,"Heather M M Johnson, Jamie N LaMantia, Colleen M Brown, Ryan C Warner, Laura M Zeller, Ryan C Haggart, Keven Stonewall, Diane R Lauver",JMIR Cardio 2017;1(2):e5,"Background: Young adults (18 to 39 years old) with hypertension have the lowest rates of blood pressure control (defined as blood pressure less than 140/90 mmHg) compared to other adult age groups. Approximately 1 in 15 young adults have high blood pressure, increasing their risk of future heart attack, stroke, congestive heart failure, and/or chronic kidney disease. Many young adults reported having few resources to address their needs for health education on managing cardiovascular risk.Objective: The goal of our study was to develop and disseminate a website with evidence-based, clinical information and health behavior resources tailored to young adults with hypertension.Methods: In collaboration with young adults, health systems, and community stakeholders, the My Hypertension Education and Reaching Target (MyHEART) website was created. A toolkit was also developed for clinicians and healthcare systems to disseminate the website within their organizations. The dissemination plan was guided by the Dissemination Planning Tool of the Agency for Healthcare Research and Quality (AHRQ).Results: Google Analytics data were acquired for January 1, 2017 to June 29, 2017. The MyHEART website received 1090 visits with 2130 page views; 18.99% (207/1090) were returning visitors. The majority (55.96%, 610/1090) approached the website through organic searches, 34.95% (381/1090) accessed the MyHEART website directly, and 5.96% (65/1090) approached through referrals from other sites. There was a spike in site visits around times of increased efforts to disseminate the website.Conclusions: The successfully implemented MyHEART website and toolkit reflect collaborative input from community and healthcare stakeholders to provide evidence-based, portable hypertension education to a hard-to-reach population. The MyHEART website and toolkit can support healthcare providers’ education and counseling with young adults and organizations’ hypertension population health goals."
The Internet Healthcare Coalition,John Mack,J Med Internet Res 2000;2(1):e3,Abstract is not available
Integrated Models of Care for People Living with Hepatitis C Virus and a Substance Use Disorder: Protocol for a Systematic Review,"Lianping Ti, Stephanie Parent, María Eugenia Socías",JMIR Res Protoc 2018;7(5):e122,"Background: People living with a substance use disorder (SUD) are a key population within the hepatitis C virus (HCV) epidemic. While integrated and community-based models of care have shown positive outcomes among this population, the literature has been primarily focused on the HIV context. This paper outlines a systematic review protocol on the impact of various integrated models of care, which includes HCV and SUD services, on various treatment, and health-related outcomes among this population.Objective: The objective of this review is to determine the impact of integrated models of care on HCV and addiction treatment and health-related outcomes for adults living with HCV and an SUD.Methods: We will search 5 databases, article reference lists, and abstracts from relevant conferences that investigate the impact of integrated models of care on treatment and health-related outcomes among people living with HCV and an SUD. Database searches will be conducted and titles, abstracts, and the full-text of the relevant studies will be independently reviewed in separate stages. The methodological quality of included studies will be assessed using a validated tool. Data from included articles will be extracted using a standardized form and synthesized in a narrative account.Results: For this project, we have received funding from the Canadian Institute of Health Research. To date, we have completed the search strategy, reviewed the titles, abstracts, and full-texts. Grading the selected studies and qualitative synthesis of the results are currently under way, and we expect the final results to be submitted for publication in the fall of 2018.Conclusions: The systematic review will describe different integrated models of care that could be effective in improving the health and well-being of people living with HCV and an SUD. Results of this review could also identify quality improvement strategies to minimize the health and cost burden imposed on patients, healthcare professionals, and the healthcare system.Trial Registration: PROSPERO CRD42017078445; https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=78445 (Archived by WebCite at http://www.webcitation.org/6z4YnkE9G)"
